# RNG_SEED = 1296062363
# FITNESS = 99.9998
# 
# INPUT_SIZE     = 2
# HIDDEN_SIZE    = 5
# OUTPUT_SIZE    = 1
# ELITISM        = 0.2
# CROSSOVER_PROB = 0.4
# MUTATION_PROB  = 0.9
# MUTATION_RATE  = 0.0666667
# MUTATION_SIZE  = 5
# NUM_RUNS       = 3
# BANG_SIZE      = 1
# MAX_EVAL_TIME  = 100
# SCORE_ANG      = 0.1309
# 
# digraph brain {
#   splines=false; nodesep=1; ranksep="1.5 equally"; rankdir=LR;
#   I0 -> H0 [headlabel=0.49,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H1 [headlabel=-8.48,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H2 [headlabel=14.5,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H3 [headlabel=-17,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H4 [headlabel=-6.27,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I1 -> H0 [headlabel=-2.28,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H1 [headlabel=6.88,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H2 [headlabel=8.37,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H3 [headlabel=-2.53,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H4 [headlabel=0.911,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H0 -> O0 [headlabel=-5.04,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   H1 -> O0 [headlabel=-3.45,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H2 -> O0 [headlabel=-14.5,color="#2ca02c",fontcolor="#2ca02c",fontsize=10,labeldistance=3];
#   H3 -> O0 [headlabel=-0.992,color="#d62728",fontcolor="#d62728",fontsize=10,labeldistance=3];
#   H4 -> O0 [headlabel=6.63,color="#9467bd",fontcolor="#9467bd",fontsize=10,labeldistance=3];
#   { rank=same; I0 I1 }
#   { rank=same; H0 H1 H2 H3 H4 }
#   { rank=same; O0 }
# }
# t	theta	thetadot	torque	fitness
62.2	0.00165	0.00412	0	62.2
62.2	0.00169	0.00429	0	62.2
62.3	0.00174	0.00446	0	62.2
62.3	0.00178	0.00463	0	62.3
62.3	0.00183	0.0048	0	62.3
62.3	0.00183	-0.00502	-1	62.3
62.3	0.00178	-0.00484	0	62.3
62.3	0.00173	-0.00467	0	62.3
62.3	0.00168	-0.0045	0	62.3
62.3	0.00164	-0.00434	0	62.3
62.3	0.0016	-0.00418	0	62.3
62.3	0.00156	-0.00402	0	62.3
62.4	0.00152	-0.00387	0	62.3
62.4	0.00148	-0.00372	0	62.4
62.4	0.00144	-0.00358	0	62.4
62.4	0.00141	-0.00344	0	62.4
62.4	0.00137	-0.0033	0	62.4
62.4	0.00134	-0.00317	0	62.4
62.4	0.00131	-0.00304	0	62.4
62.4	0.00128	-0.00291	0	62.4
62.4	0.00125	-0.00279	0	62.4
62.4	0.00122	-0.00267	0	62.4
62.5	0.0012	-0.00255	0	62.4
62.5	0.00117	-0.00243	0	62.5
62.5	0.00115	-0.00232	0	62.5
62.5	0.00113	-0.00221	0	62.5
62.5	0.00111	-0.0021	0	62.5
62.5	0.00109	-0.00199	0	62.5
62.5	0.00107	-0.00189	0	62.5
62.5	0.00105	-0.00178	0	62.5
62.5	0.00103	-0.00168	0	62.5
62.5	0.00101	-0.00158	0	62.5
62.6	0.000999	-0.00148	0	62.5
62.6	0.000985	-0.00138	0	62.6
62.6	0.000971	-0.00129	0	62.6
62.6	0.000959	-0.00119	0	62.6
62.6	0.000947	-0.0011	0	62.6
62.6	0.000937	-0.00101	0	62.6
62.6	0.000927	-0.000916	0	62.6
62.6	0.000919	-0.000825	0	62.6
62.6	0.000911	-0.000735	0	62.6
62.6	0.000904	-0.000646	0	62.6
62.7	0.000898	-0.000558	0	62.6
62.7	0.000893	-0.00047	0	62.7
62.7	0.000888	-0.000383	0	62.7
62.7	0.000885	-0.000296	0	62.7
62.7	0.000882	-0.000209	0	62.7
62.7	0.000881	-0.000123	0	62.7
62.7	0.00088	-3.63e-05	0	62.7
62.7	0.00088	5.01e-05	0	62.7
62.7	0.000881	0.000136	0	62.7
62.7	0.000883	0.000223	0	62.7
62.8	0.000885	0.00031	0	62.7
62.8	0.000889	0.000397	0	62.8
62.8	0.000893	0.000484	0	62.8
62.8	0.000899	0.000572	0	62.8
62.8	0.000905	0.00066	0	62.8
62.8	0.000912	0.00075	0	62.8
62.8	0.00092	0.000839	0	62.8
62.8	0.000929	0.00093	0	62.8
62.8	0.000938	0.00102	0	62.8
62.8	0.000949	0.00111	0	62.8
62.9	0.000961	0.00121	0	62.8
62.9	0.000973	0.0013	0	62.9
62.9	0.000987	0.0014	0	62.9
62.9	0.001	0.0015	0	62.9
62.9	0.00102	0.0016	0	62.9
62.9	0.00103	0.0017	0	62.9
62.9	0.00105	0.0018	0	62.9
62.9	0.00107	0.0019	0	62.9
62.9	0.00109	0.00201	0	62.9
62.9	0.00111	0.00212	0	62.9
63	0.00113	0.00223	0	62.9
63	0.00115	0.00234	0	63
63	0.00118	0.00245	0	63
63	0.0012	0.00257	0	63
63	0.00123	0.00269	0	63
63	0.00126	0.00281	0	63
63	0.00129	0.00293	0	63
63	0.00132	0.00306	0	63
63	0.00135	0.00319	0	63
63	0.00138	0.00333	0	63
63.1	0.00141	0.00346	0	63
63.1	0.00145	0.0036	0	63.1
63.1	0.00149	0.00375	0	63.1
63.1	0.00152	0.0039	0	63.1
63.1	0.00156	0.00405	0	63.1
63.1	0.0016	0.0042	0	63.1
63.1	0.00165	0.00436	0	63.1
63.1	0.00169	0.00453	0	63.1
63.1	0.00174	0.00469	0	63.1
63.1	0.00179	0.00487	0	63.1
63.2	0.00179	-0.00496	-1	63.1
63.2	0.00174	-0.00479	0	63.2
63.2	0.00169	-0.00462	0	63.2
63.2	0.00164	-0.00445	0	63.2
63.2	0.0016	-0.00429	0	63.2
63.2	0.00156	-0.00414	0	63.2
63.2	0.00152	-0.00399	0	63.2
63.2	0.00148	-0.00384	0	63.2
63.2	0.00144	-0.0037	0	63.2
63.2	0.0014	-0.00356	0	63.2
63.3	0.00137	-0.00342	0	63.2
63.3	0.00134	-0.00329	0	63.3
63.3	0.0013	-0.00316	0	63.3
63.3	0.00127	-0.00303	0	63.3
63.3	0.00124	-0.00291	0	63.3
63.3	0.00121	-0.00279	0	63.3
63.3	0.00119	-0.00267	0	63.3
63.3	0.00116	-0.00256	0	63.3
63.3	0.00114	-0.00245	0	63.3
63.3	0.00111	-0.00233	0	63.3
63.4	0.00109	-0.00223	0	63.3
63.4	0.00107	-0.00212	0	63.4
63.4	0.00105	-0.00202	0	63.4
63.4	0.00103	-0.00192	0	63.4
63.4	0.00101	-0.00182	0	63.4
63.4	0.000991	-0.00172	0	63.4
63.4	0.000974	-0.00162	0	63.4
63.4	0.000958	-0.00153	0	63.4
63.4	0.000944	-0.00143	0	63.4
63.4	0.00093	-0.00134	0	63.4
63.5	0.000917	-0.00125	0	63.4
63.5	0.000905	-0.00116	0	63.5
63.5	0.000894	-0.00107	0	63.5
63.5	0.000883	-0.000986	0	63.5
63.5	0.000874	-0.0009	0	63.5
63.5	0.000865	-0.000815	0	63.5
63.5	0.000858	-0.00073	0	63.5
63.5	0.000851	-0.000646	0	63.5
63.5	0.000845	-0.000563	0	63.5
63.5	0.000839	-0.000481	0	63.5
63.6	0.000835	-0.000399	0	63.5
63.6	0.000831	-0.000317	0	63.6
63.6	0.000829	-0.000235	0	63.6
63.6	0.000827	-0.000154	0	63.6
63.6	0.000826	-7.32e-05	0	63.6
63.6	0.000825	7.77e-06	0	63.6
63.6	0.000826	8.87e-05	0	63.6
63.6	0.000827	0.00017	0	63.6
63.6	0.000829	0.000251	0	63.6
63.6	0.000832	0.000332	0	63.6
63.7	0.000836	0.000414	0	63.6
63.7	0.00084	0.000496	0	63.7
63.7	0.000846	0.000579	0	63.7
63.7	0.000852	0.000662	0	63.7
63.7	0.000859	0.000746	0	63.7
63.7	0.000867	0.000831	0	63.7
63.7	0.000876	0.000916	0	63.7
63.7	0.000885	0.001	0	63.7
63.7	0.000896	0.00109	0	63.7
63.7	0.000907	0.00118	0	63.7
63.8	0.000919	0.00127	0	63.7
63.8	0.000932	0.00136	0	63.8
63.8	0.000946	0.00145	0	63.8
63.8	0.000961	0.00154	0	63.8
63.8	0.000977	0.00164	0	63.8
63.8	0.000994	0.00174	0	63.8
63.8	0.00101	0.00183	0	63.8
63.8	0.00103	0.00193	0	63.8
63.8	0.00105	0.00204	0	63.8
63.8	0.00107	0.00214	0	63.8
63.9	0.00109	0.00225	0	63.8
63.9	0.00112	0.00236	0	63.9
63.9	0.00114	0.00247	0	63.9
63.9	0.00117	0.00258	0	63.9
63.9	0.00119	0.0027	0	63.9
63.9	0.00122	0.00281	0	63.9
63.9	0.00125	0.00293	0	63.9
63.9	0.00128	0.00306	0	63.9
63.9	0.00131	0.00319	0	63.9
63.9	0.00134	0.00332	0	63.9
64	0.00138	0.00345	0	63.9
64	0.00141	0.00359	0	64
64	0.00145	0.00373	0	64
64	0.00149	0.00387	0	64
64	0.00153	0.00402	0	64
64	0.00157	0.00417	0	64
64	0.00161	0.00432	0	64
64	0.00165	0.00448	0	64
64	0.0017	0.00465	0	64
64	0.00175	0.00482	0	64
64.1	0.00179	0.00499	0	64
64.1	0.0018	-0.00483	-1	64.1
64.1	0.00175	-0.00466	0	64.1
64.1	0.0017	-0.00449	0	64.1
64.1	0.00166	-0.00432	0	64.1
64.1	0.00162	-0.00416	0	64.1
64.1	0.00157	-0.00401	0	64.1
64.1	0.00154	-0.00385	0	64.1
64.1	0.0015	-0.00371	0	64.1
64.1	0.00146	-0.00356	0	64.1
64.2	0.00143	-0.00342	0	64.1
64.2	0.00139	-0.00328	0	64.2
64.2	0.00136	-0.00315	0	64.2
64.2	0.00133	-0.00301	0	64.2
64.2	0.0013	-0.00288	0	64.2
64.2	0.00127	-0.00276	0	64.2
64.2	0.00125	-0.00263	0	64.2
64.2	0.00122	-0.00251	0	64.2
64.2	0.0012	-0.0024	0	64.2
64.2	0.00117	-0.00228	0	64.2
64.3	0.00115	-0.00217	0	64.2
64.3	0.00113	-0.00205	0	64.3
64.3	0.00111	-0.00194	0	64.3
64.3	0.00109	-0.00184	0	64.3
64.3	0.00107	-0.00173	0	64.3
64.3	0.00106	-0.00163	0	64.3
64.3	0.00104	-0.00152	0	64.3
64.3	0.00102	-0.00142	0	64.3
64.3	0.00101	-0.00132	0	64.3
64.3	0.000998	-0.00122	0	64.3
64.4	0.000987	-0.00113	0	64.3
64.4	0.000976	-0.00103	0	64.4
64.4	0.000966	-0.000934	0	64.4
64.4	0.000957	-0.00084	0	64.4
64.4	0.000949	-0.000746	0	64.4
64.4	0.000942	-0.000654	0	64.4
64.4	0.000936	-0.000562	0	64.4
64.4	0.000931	-0.00047	0	64.4
64.4	0.000927	-0.000379	0	64.4
64.4	0.000923	-0.000288	0	64.4
64.5	0.000921	-0.000198	0	64.4
64.5	0.000919	-0.000107	0	64.5
64.5	0.000919	-1.73e-05	0	64.5
64.5	0.000919	7.28e-05	0	64.5
64.5	0.00092	0.000163	0	64.5
64.5	0.000922	0.000253	0	64.5
64.5	0.000925	0.000344	0	64.5
64.5	0.000929	0.000435	0	64.5
64.5	0.000934	0.000526	0	64.5
64.5	0.00094	0.000618	0	64.5
64.6	0.000946	0.000711	0	64.5
64.6	0.000954	0.000804	0	64.6
64.6	0.000962	0.000898	0	64.6
64.6	0.000972	0.000993	0	64.6
64.6	0.000982	0.00109	0	64.6
64.6	0.000994	0.00119	0	64.6
64.6	0.00101	0.00128	0	64.6
64.6	0.00102	0.00138	0	64.6
64.6	0.00103	0.00148	0	64.6
64.6	0.00105	0.00159	0	64.6
64.7	0.00107	0.00169	0	64.6
64.7	0.00108	0.00179	0	64.7
64.7	0.0011	0.0019	0	64.7
64.7	0.00112	0.00201	0	64.7
64.7	0.00114	0.00212	0	64.7
64.7	0.00116	0.00223	0	64.7
64.7	0.00119	0.00235	0	64.7
64.7	0.00121	0.00247	0	64.7
64.7	0.00124	0.00259	0	64.7
64.7	0.00126	0.00271	0	64.7
64.8	0.00129	0.00284	0	64.7
64.8	0.00132	0.00296	0	64.8
64.8	0.00135	0.00309	0	64.8
64.8	0.00138	0.00323	0	64.8
64.8	0.00141	0.00336	0	64.8
64.8	0.00145	0.00351	0	64.8
64.8	0.00148	0.00365	0	64.8
64.8	0.00152	0.0038	0	64.8
64.8	0.00156	0.00395	0	64.8
64.8	0.0016	0.0041	0	64.8
64.9	0.00164	0.00426	0	64.8
64.9	0.00169	0.00442	0	64.9
64.9	0.00173	0.00459	0	64.9
64.9	0.00178	0.00476	0	64.9
64.9	0.00183	0.00494	0	64.9
64.9	0.00183	-0.00488	-1	64.9
64.9	0.00178	-0.0047	0	64.9
64.9	0.00173	-0.00453	0	64.9
64.9	0.00169	-0.00436	0	64.9
64.9	0.00164	-0.0042	0	64.9
65	0.0016	-0.00404	0	64.9
65	0.00156	-0.00388	0	65
65	0.00153	-0.00373	0	65
65	0.00149	-0.00359	0	65
65	0.00145	-0.00344	0	65
65	0.00142	-0.0033	0	65
65	0.00139	-0.00316	0	65
65	0.00136	-0.00303	0	65
65	0.00133	-0.0029	0	65
65	0.0013	-0.00277	0	65
65.1	0.00127	-0.00264	0	65
65.1	0.00125	-0.00252	0	65.1
65.1	0.00122	-0.0024	0	65.1
65.1	0.0012	-0.00228	0	65.1
65.1	0.00118	-0.00216	0	65.1
65.1	0.00115	-0.00205	0	65.1
65.1	0.00114	-0.00193	0	65.1
65.1	0.00112	-0.00182	0	65.1
65.1	0.0011	-0.00172	0	65.1
65.1	0.00108	-0.00161	0	65.1
65.2	0.00107	-0.0015	0	65.1
65.2	0.00105	-0.0014	0	65.2
65.2	0.00104	-0.0013	0	65.2
65.2	0.00103	-0.0012	0	65.2
65.2	0.00101	-0.0011	0	65.2
65.2	0.001	-0.000997	0	65.2
65.2	0.000995	-0.000899	0	65.2
65.2	0.000986	-0.000802	0	65.2
65.2	0.000978	-0.000705	0	65.2
65.2	0.000972	-0.00061	0	65.2
65.3	0.000966	-0.000515	0	65.2
65.3	0.000962	-0.00042	0	65.3
65.3	0.000958	-0.000326	0	65.3
65.3	0.000955	-0.000232	0	65.3
65.3	0.000953	-0.000138	0	65.3
65.3	0.000952	-4.5e-05	0	65.3
65.3	0.000952	4.84e-05	0	65.3
65.3	0.000953	0.000142	0	65.3
65.3	0.000955	0.000235	0	65.3
65.3	0.000958	0.000329	0	65.3
65.4	0.000962	0.000423	0	65.3
65.4	0.000966	0.000518	0	65.4
65.4	0.000972	0.000613	0	65.4
65.4	0.000979	0.000709	0	65.4
65.4	0.000986	0.000805	0	65.4
65.4	0.000995	0.000902	0	65.4
65.4	0.001	0.001	0	65.4
65.4	0.00101	0.0011	0	65.4
65.4	0.00103	0.0012	0	65.4
65.4	0.00104	0.0013	0	65.4
65.5	0.00105	0.0014	0	65.4
65.5	0.00107	0.00151	0	65.5
65.5	0.00108	0.00161	0	65.5
65.5	0.0011	0.00172	0	65.5
65.5	0.00112	0.00183	0	65.5
65.5	0.00114	0.00194	0	65.5
65.5	0.00116	0.00205	0	65.5
65.5	0.00118	0.00217	0	65.5
65.5	0.0012	0.00228	0	65.5
65.5	0.00122	0.0024	0	65.5
65.6	0.00125	0.00252	0	65.5
65.6	0.00127	0.00265	0	65.6
65.6	0.0013	0.00277	0	65.6
65.6	0.00133	0.0029	0	65.6
65.6	0.00136	0.00303	0	65.6
65.6	0.00139	0.00317	0	65.6
65.6	0.00142	0.00331	0	65.6
65.6	0.00146	0.00345	0	65.6
65.6	0.00149	0.00359	0	65.6
65.6	0.00153	0.00374	0	65.6
65.7	0.00157	0.00389	0	65.6
65.7	0.0016	0.00405	0	65.7
65.7	0.00165	0.00421	0	65.7
65.7	0.00169	0.00437	0	65.7
65.7	0.00173	0.00454	0	65.7
65.7	0.00178	0.00471	0	65.7
65.7	0.00183	0.00489	0	65.7
65.7	0.00183	-0.00493	-1	65.7
65.7	0.00178	-0.00476	0	65.7
65.7	0.00173	-0.00459	0	65.7
65.8	0.00169	-0.00442	0	65.7
65.8	0.00164	-0.00425	0	65.8
65.8	0.0016	-0.00409	0	65.8
65.8	0.00156	-0.00394	0	65.8
65.8	0.00152	-0.00379	0	65.8
65.8	0.00149	-0.00364	0	65.8
65.8	0.00145	-0.0035	0	65.8
65.8	0.00142	-0.00336	0	65.8
65.8	0.00138	-0.00322	0	65.8
65.8	0.00135	-0.00308	0	65.8
65.9	0.00132	-0.00295	0	65.8
65.9	0.00129	-0.00283	0	65.9
65.9	0.00127	-0.0027	0	65.9
65.9	0.00124	-0.00258	0	65.9
65.9	0.00121	-0.00246	0	65.9
65.9	0.00119	-0.00234	0	65.9
65.9	0.00117	-0.00222	0	65.9
65.9	0.00115	-0.00211	0	65.9
65.9	0.00112	-0.002	0	65.9
65.9	0.00111	-0.00189	0	65.9
66	0.00109	-0.00178	0	65.9
66	0.00107	-0.00168	0	66
66	0.00105	-0.00157	0	66
66	0.00104	-0.00147	0	66
66	0.00102	-0.00137	0	66
66	0.00101	-0.00127	0	66
66	0.000998	-0.00117	0	66
66	0.000987	-0.00107	0	66
66	0.000977	-0.000976	0	66
66	0.000968	-0.000881	0	66
66.1	0.000959	-0.000786	0	66
66.1	0.000952	-0.000693	0	66.1
66.1	0.000946	-0.000599	0	66.1
66.1	0.00094	-0.000507	0	66.1
66.1	0.000935	-0.000415	0	66.1
66.1	0.000932	-0.000323	0	66.1
66.1	0.000929	-0.000232	0	66.1
66.1	0.000927	-0.000141	0	66.1
66.1	0.000926	-5.03e-05	0	66.1
66.1	0.000926	4.06e-05	0	66.1
66.2	0.000927	0.000131	0	66.1
66.2	0.000929	0.000222	0	66.2
66.2	0.000931	0.000314	0	66.2
66.2	0.000935	0.000405	0	66.2
66.2	0.000939	0.000497	0	66.2
66.2	0.000945	0.00059	0	66.2
66.2	0.000951	0.000683	0	66.2
66.2	0.000959	0.000776	0	66.2
66.2	0.000967	0.000871	0	66.2
66.2	0.000976	0.000966	0	66.2
66.3	0.000986	0.00106	0	66.2
66.3	0.000997	0.00116	0	66.3
66.3	0.00101	0.00126	0	66.3
66.3	0.00102	0.00136	0	66.3
66.3	0.00104	0.00146	0	66.3
66.3	0.00105	0.00156	0	66.3
66.3	0.00107	0.00166	0	66.3
66.3	0.00108	0.00177	0	66.3
66.3	0.0011	0.00188	0	66.3
66.3	0.00112	0.00199	0	66.3
66.4	0.00114	0.0021	0	66.3
66.4	0.00116	0.00221	0	66.4
66.4	0.00119	0.00233	0	66.4
66.4	0.00121	0.00244	0	66.4
66.4	0.00124	0.00256	0	66.4
66.4	0.00126	0.00269	0	66.4
66.4	0.00129	0.00281	0	66.4
66.4	0.00132	0.00294	0	66.4
66.4	0.00135	0.00307	0	66.4
66.4	0.00138	0.0032	0	66.4
66.5	0.00141	0.00334	0	66.4
66.5	0.00145	0.00348	0	66.5
66.5	0.00148	0.00363	0	66.5
66.5	0.00152	0.00377	0	66.5
66.5	0.00156	0.00392	0	66.5
66.5	0.0016	0.00408	0	66.5
66.5	0.00164	0.00424	0	66.5
66.5	0.00168	0.0044	0	66.5
66.5	0.00173	0.00457	0	66.5
66.5	0.00177	0.00474	0	66.5
66.6	0.00182	0.00492	0	66.5
66.6	0.00182	-0.00491	-1	66.6
66.6	0.00177	-0.00473	0	66.6
66.6	0.00173	-0.00456	0	66.6
66.6	0.00168	-0.00439	0	66.6
66.6	0.00164	-0.00423	0	66.6
66.6	0.0016	-0.00407	0	66.6
66.6	0.00156	-0.00391	0	66.6
66.6	0.00152	-0.00376	0	66.6
66.6	0.00148	-0.00362	0	66.6
66.7	0.00145	-0.00347	0	66.6
66.7	0.00141	-0.00333	0	66.7
66.7	0.00138	-0.00319	0	66.7
66.7	0.00135	-0.00306	0	66.7
66.7	0.00132	-0.00293	0	66.7
66.7	0.00129	-0.0028	0	66.7
66.7	0.00126	-0.00268	0	66.7
66.7	0.00124	-0.00255	0	66.7
66.7	0.00121	-0.00243	0	66.7
66.7	0.00119	-0.00232	0	66.7
66.8	0.00117	-0.0022	0	66.7
66.8	0.00114	-0.00209	0	66.8
66.8	0.00112	-0.00197	0	66.8
66.8	0.00111	-0.00187	0	66.8
66.8	0.00109	-0.00176	0	66.8
66.8	0.00107	-0.00165	0	66.8
66.8	0.00105	-0.00155	0	66.8
66.8	0.00104	-0.00145	0	66.8
66.8	0.00103	-0.00134	0	66.8
66.8	0.00101	-0.00124	0	66.8
66.9	0.001	-0.00115	0	66.8
66.9	0.00099	-0.00105	0	66.9
66.9	0.00098	-0.000951	0	66.9
66.9	0.00097	-0.000856	0	66.9
66.9	0.000962	-0.000761	0	66.9
66.9	0.000955	-0.000667	0	66.9
66.9	0.000949	-0.000573	0	66.9
66.9	0.000944	-0.00048	0	66.9
66.9	0.000939	-0.000388	0	66.9
66.9	0.000936	-0.000296	0	66.9
67	0.000934	-0.000204	0	66.9
67	0.000932	-0.000113	0	67
67	0.000931	-2.15e-05	0	67
67	0.000932	6.98e-05	0	67
67	0.000933	0.000161	0	67
67	0.000935	0.000253	0	67
67	0.000938	0.000345	0	67
67	0.000942	0.000437	0	67
67	0.000946	0.000529	0	67
67	0.000952	0.000623	0	67
67.1	0.000959	0.000716	0	67
67.1	0.000967	0.000811	0	67.1
67.1	0.000975	0.000906	0	67.1
67.1	0.000985	0.001	0	67.1
67.1	0.000995	0.0011	0	67.1
67.1	0.00101	0.0012	0	67.1
67.1	0.00102	0.0013	0	67.1
67.1	0.00103	0.0014	0	67.1
67.1	0.00105	0.0015	0	67.1
67.1	0.00106	0.0016	0	67.1
67.2	0.00108	0.00171	0	67.1
67.2	0.0011	0.00181	0	67.2
67.2	0.00112	0.00192	0	67.2
67.2	0.00114	0.00203	0	67.2
67.2	0.00116	0.00215	0	67.2
67.2	0.00118	0.00226	0	67.2
67.2	0.0012	0.00238	0	67.2
67.2	0.00123	0.0025	0	67.2
67.2	0.00125	0.00262	0	67.2
67.2	0.00128	0.00274	0	67.2
67.3	0.00131	0.00287	0	67.2
67.3	0.00134	0.003	0	67.3
67.3	0.00137	0.00313	0	67.3
67.3	0.0014	0.00327	0	67.3
67.3	0.00143	0.0034	0	67.3
67.3	0.00147	0.00355	0	67.3
67.3	0.0015	0.00369	0	67.3
67.3	0.00154	0.00384	0	67.3
67.3	0.00158	0.00399	0	67.3
67.3	0.00162	0.00415	0	67.3
67.4	0.00166	0.00431	0	67.3
67.4	0.00171	0.00448	0	67.4
67.4	0.00175	0.00465	0	67.4
67.4	0.0018	0.00482	0	67.4
67.4	0.0018	-0.005	-1	67.4
67.4	0.00175	-0.00483	0	67.4
67.4	0.0017	-0.00466	0	67.4
67.4	0.00166	-0.00449	0	67.4
67.4	0.00161	-0.00433	0	67.4
67.4	0.00157	-0.00418	0	67.4
67.5	0.00153	-0.00402	0	67.4
67.5	0.00149	-0.00388	0	67.5
67.5	0.00145	-0.00373	0	67.5
67.5	0.00141	-0.00359	0	67.5
67.5	0.00138	-0.00346	0	67.5
67.5	0.00135	-0.00332	0	67.5
67.5	0.00131	-0.00319	0	67.5
67.5	0.00128	-0.00306	0	67.5
67.5	0.00125	-0.00294	0	67.5
67.5	0.00122	-0.00282	0	67.5
67.6	0.00119	-0.0027	0	67.5
67.6	0.00117	-0.00258	0	67.6
67.6	0.00114	-0.00247	0	67.6
67.6	0.00112	-0.00236	0	67.6
67.6	0.0011	-0.00225	0	67.6
67.6	0.00107	-0.00214	0	67.6
67.6	0.00105	-0.00204	0	67.6
67.6	0.00103	-0.00194	0	67.6
67.6	0.00101	-0.00184	0	67.6
67.6	0.000996	-0.00174	0	67.6
67.7	0.000979	-0.00164	0	67.6
67.7	0.000963	-0.00155	0	67.7
67.7	0.000948	-0.00145	0	67.7
67.7	0.000934	-0.00136	0	67.7
67.7	0.000921	-0.00127	0	67.7
67.7	0.000909	-0.00118	0	67.7
67.7	0.000898	-0.00109	0	67.7
67.7	0.000887	-0.001	0	67.7
67.7	0.000878	-0.000917	0	67.7
67.7	0.000869	-0.000832	0	67.7
67.8	0.000861	-0.000747	0	67.7
67.8	0.000854	-0.000663	0	67.8
67.8	0.000848	-0.000579	0	67.8
67.8	0.000842	-0.000497	0	67.8
67.8	0.000838	-0.000414	0	67.8
67.8	0.000834	-0.000332	0	67.8
67.8	0.000831	-0.00025	0	67.8
67.8	0.000829	-0.000169	0	67.8
67.8	0.000828	-8.78e-05	0	67.8
67.8	0.000827	-6.63e-06	0	67.8
67.9	0.000828	7.45e-05	0	67.8
67.9	0.000829	0.000156	0	67.9
67.9	0.000831	0.000237	0	67.9
67.9	0.000833	0.000319	0	67.9
67.9	0.000837	0.000401	0	67.9
67.9	0.000841	0.000483	0	67.9
67.9	0.000847	0.000566	0	67.9
67.9	0.000853	0.000649	0	67.9
67.9	0.00086	0.000733	0	67.9
67.9	0.000867	0.000818	0	67.9
68	0.000876	0.000903	0	67.9
68	0.000886	0.00099	0	68
68	0.000896	0.00108	0	68
68	0.000907	0.00117	0	68
68	0.000919	0.00126	0	68
68	0.000932	0.00135	0	68
68	0.000946	0.00144	0	68
68	0.000961	0.00153	0	68
68	0.000977	0.00163	0	68
68	0.000993	0.00172	0	68
68.1	0.00101	0.00182	0	68
68.1	0.00103	0.00192	0	68.1
68.1	0.00105	0.00202	0	68.1
68.1	0.00107	0.00213	0	68.1
68.1	0.00109	0.00223	0	68.1
68.1	0.00112	0.00234	0	68.1
68.1	0.00114	0.00245	0	68.1
68.1	0.00116	0.00257	0	68.1
68.1	0.00119	0.00268	0	68.1
68.1	0.00122	0.0028	0	68.1
68.2	0.00125	0.00292	0	68.1
68.2	0.00128	0.00304	0	68.2
68.2	0.00131	0.00317	0	68.2
68.2	0.00134	0.0033	0	68.2
68.2	0.00137	0.00343	0	68.2
68.2	0.00141	0.00357	0	68.2
68.2	0.00144	0.00371	0	68.2
68.2	0.00148	0.00385	0	68.2
68.2	0.00152	0.004	0	68.2
68.2	0.00156	0.00415	0	68.2
68.3	0.0016	0.00431	0	68.2
68.3	0.00165	0.00447	0	68.3
68.3	0.00169	0.00463	0	68.3
68.3	0.00174	0.0048	0	68.3
68.3	0.00179	0.00497	0	68.3
68.3	0.00179	-0.00485	-1	68.3
68.3	0.00174	-0.00468	0	68.3
68.3	0.0017	-0.00451	0	68.3
68.3	0.00165	-0.00434	0	68.3
68.3	0.00161	-0.00418	0	68.3
68.4	0.00157	-0.00403	0	68.3
68.4	0.00153	-0.00388	0	68.4
68.4	0.00149	-0.00373	0	68.4
68.4	0.00146	-0.00358	0	68.4
68.4	0.00142	-0.00344	0	68.4
68.4	0.00139	-0.00331	0	68.4
68.4	0.00135	-0.00317	0	68.4
68.4	0.00132	-0.00304	0	68.4
68.4	0.00129	-0.00291	0	68.4
68.4	0.00126	-0.00279	0	68.4
68.5	0.00124	-0.00266	0	68.4
68.5	0.00121	-0.00254	0	68.5
68.5	0.00119	-0.00243	0	68.5
68.5	0.00116	-0.00231	0	68.5
68.5	0.00114	-0.0022	0	68.5
68.5	0.00112	-0.00209	0	68.5
68.5	0.0011	-0.00198	0	68.5
68.5	0.00108	-0.00187	0	68.5
68.5	0.00106	-0.00177	0	68.5
68.5	0.00104	-0.00166	0	68.5
